"disabledOnThisBranch","_id","barcode","code","zone","aisle","shelf","name","scientificName","itemId","collection","unit","category","categoryId","brand","inventory","inventoryId","quantity","quantities","packagingQuantity","expires","packaging","quantityInPackaging","quantityByDefaultPackaging","singleBadgeNumber","itemCostPrice","itemCostPriceCurrency","costPrice","costPriceIqd","costPriceUsd","sellingPriceMultiple","sellingPrice","defaultCurrency","defaultCurrencyMultiple","exRate","parentItem","parentItemId","totalCostPrice","totalCostPriceIqd","totalCostPriceUsd","costPriceCurrency","itemExpenseCost","trader","traderName","attributes","supplier","inventoryReminderQuantity","volume","weight","potentialSalesValue","display","packing","currentRent","key","rowIndex","expiryDate"
"no","6a44fbe47bd19ff6267d941e","157","","","","","Marvo hg8802","","","","","HEADSET","6a44fbe37bd19ff6267d92c7","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","10","$","10","0","10","14","18","$","$","","","","","0","20","$","","","","","","10","0","0","36","true","","0","6a44fbe47bd19ff6267d941e-271","271",""
"no","6a44fbe57bd19ff6267d94ac","148","","","","","Marvo hg8936","","","","","HEADSET","6a44fbe37bd19ff6267d92c7","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","10","$","10","0","10","13","15","$","$","","","","","0","20","$","","","","","","10","0","0","30","true","","0","6a44fbe57bd19ff6267d94ac-272","272",""
"no","6a44fbe57bd19ff6267d94c4","168","","","","","Marvo kg860","","","","","KEYBOARD","6a44fbe47bd19ff6267d9423","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","17","$","17","0","17","20","22","$","$","","","","","0","17","$","","","","","","10","0","0","22","true","","0","6a44fbe57bd19ff6267d94c4-273","273",""
"no","6a44fbeb7bd19ff6267d9d58","529","","","","","Marvo m309+g7 - m.p","","","","","Bundle 2","6a44fbe67bd19ff6267d964b","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","7","$","7","0","7","10","13","$","$","","","","","0","14","$","","","","","","10","0","0","26","true","","0","6a44fbeb7bd19ff6267d9d58-274","274",""
"no","6a44fbeb7bd19ff6267d9d6a","533","","","","","Marvo mic-03","","","","","MIC","6a44fbe67bd19ff6267d9643","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","24","$","24","0","24","30","35","$","$","","","","","0","24","$","","","","","","10","0","0","35","true","","0","6a44fbeb7bd19ff6267d9d6a-275","275",""
"no","6a44fbe87bd19ff6267d98f2","323","","","","","Mass 04 black","","","","","CASE","6a44fbe77bd19ff6267d979f","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","47","$","47","0","47","70","80","$","$","","","","","0","47","$","","","","","","10","0","0","80","true","","0","6a44fbe87bd19ff6267d98f2-276","276",""
"no","6a44fbe87bd19ff6267d9934","285","","","","","Mass 3in1 with controller","","","","","Fan","6a44fbe67bd19ff6267d9733","","سەرەکی","6a44cc677bd19ff6267d63f4","11","","11","no","11 دانە","1","11","true","10","$","10","0","10","15","20","$","$","","","","","0","110","$","","","","","","10","0","0","220","true","","0","6a44fbe87bd19ff6267d9934-277","277",""
"no","6a44fbef7bd19ff6267da276","692","","","","","Mass 550w bronze","","","","","PSU","6a44fbe67bd19ff6267d9675","","سەرەکی","6a44cc677bd19ff6267d63f4","78","","78","no","78 دانە","1","78","true","20","$","20","0","20","30","40","$","$","","","","","0","1560","$","","","","","","10","0","0","3120","true","","0","6a44fbef7bd19ff6267da276-278","278",""
"no","6a44fbf27bd19ff6267da776","922","","","","","Mass Cpu Cooler RGB 120m","","","","","COOLER","6a44fbe67bd19ff6267d9667","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","7.25","$","7.25","0","7.25","15","20","$","$","","","","","0","7.25","$","","","","","","10","0","0","20","true","","0","6a44fbf27bd19ff6267da776-279","279",""
"no","6a44fbee7bd19ff6267da0fe","655","","","","","Meetion cp3030","","","","","Laptop Cooling Pad","6a44fbed7bd19ff6267d9fe1","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","9","$","9","0","9","14","17","$","$","","","","","0","9","$","","","","","","10","0","0","17","true","","0","6a44fbee7bd19ff6267da0fe-280","280",""
"no","6a44fbe47bd19ff6267d93e2","73","","","","","Meetion gm80","","","","","MOUSE","6a44fbe37bd19ff6267d9217","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","17","$","17","0","17","20","25","$","$","","","","","0","34","$","","","","","","10","0","0","50","true","","0","6a44fbe47bd19ff6267d93e2-281","281",""
"no","6a44fbe37bd19ff6267d923e","63","","","","","Meetion m990","","","","","MOUSE","6a44fbe37bd19ff6267d9217","","سەرەکی","6a44cc677bd19ff6267d63f4","4","","4","no","4 دانە","1","4","true","13","$","13","0","13","16","20","$","$","","","","","0","52","$","","","","","","10","0","0","80","true","","0","6a44fbe37bd19ff6267d923e-282","282",""
"no","6a44fbec7bd19ff6267d9e28","591","","","","","Memo boss 2tb","","","","","EXTERNAL SSD","6a44fbeb7bd19ff6267d9d9b","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","97","$","97","0","97","150","190","$","$","","","","","0","97","$","","","","","","10","0","0","190","true","","0","6a44fbec7bd19ff6267d9e28-283","283",""
"no","6a44fbec7bd19ff6267d9eac","588","","","","","Memo boss 480gb","","","","","EXTERNAL SSD","6a44fbeb7bd19ff6267d9d9b","","سەرەکی","6a44cc677bd19ff6267d63f4","6","","6","no","6 دانە","1","6","true","32","$","32","0","32","65","80","$","$","","","","","0","192","$","","","","","","10","0","0","480","true","","0","6a44fbec7bd19ff6267d9eac-284","284",""
"no","6a44fbec7bd19ff6267d9e2e","589","","","","","Memo boss 960gb","","","","","EXTERNAL SSD","6a44fbeb7bd19ff6267d9d9b","","سەرەکی","6a44cc677bd19ff6267d63f4","6","","6","no","6 دانە","1","6","true","57","$","57","0","57","85","120","$","$","","","","","0","342","$","","","","","","10","0","0","720","true","","0","6a44fbec7bd19ff6267d9e2e-285","285",""
"no","6a44fbe47bd19ff6267d9394","65","","","","","Metoo M1","","","","","MOUSE","6a44fbe37bd19ff6267d9217","","سەرەکی","6a44cc677bd19ff6267d63f4","7","","7","no","7 دانە","1","7","true","3","$","3","0","3","4","5","$","$","","","","","0","21","$","","","","","","10","0","0","35","true","","0","6a44fbe47bd19ff6267d9394-286","286",""
"no","6a44fbe67bd19ff6267d9646","231","","","","","Mic usb","","","","","MIC","6a44fbe67bd19ff6267d9643","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","2","$","2","0","2","5","7","$","$","","","","","0","2","$","","","","","","10","0","0","7","true","","0","6a44fbe67bd19ff6267d9646-287","287",""
"no","6a44fbe97bd19ff6267d9a64","421","","","","","Micro usb to type c","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","7","","7","no","7 دانە","1","7","true","3","$","3","0","3","5","6","$","$","","","","","0","21","$","","","","","","10","0","0","42","true","","0","6a44fbe97bd19ff6267d9a64-288","288",""
"no","6a44fbeb7bd19ff6267d9d32","491","","","","","Microsoft small","","","","","PAD","6a44fbea7bd19ff6267d9bd1","","سەرەکی","6a44cc677bd19ff6267d63f4","15","","15","no","15 دانە","1","15","true","0.67","$","0.67","0","0.67","1.5","2","$","$","","","","","0","10.05","$","","","","","","10","0","0","30","true","","0","6a44fbeb7bd19ff6267d9d32-289","289",""
"no","6a44fbea7bd19ff6267d9bc0","478","","","","","Mini a10","","","","","Speaker","6a44fbea7bd19ff6267d9bb7","","سەرەکی","6a44cc677bd19ff6267d63f4","4","","4","no","4 دانە","1","4","true","2","$","2","0","2","2.5","3.5","$","$","","","","","0","8","$","","","","","","10","0","0","14","true","","0","6a44fbea7bd19ff6267d9bc0-290","290",""
"no","6a44fbe57bd19ff6267d95c2","181","","","","","Mini wireless","","","","","KEYBOARD","6a44fbe47bd19ff6267d9423","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","5","$","5","0","5","7","10","$","$","","","","","0","5","$","","","","","","10","0","0","10","true","","0","6a44fbe57bd19ff6267d95c2-291","291",""
"no","6a44fbea7bd19ff6267d9b78","445","","","","","Mobile shaft","","","","","Accessories","6a44fbe47bd19ff6267d9355","","سەرەکی","6a44cc677bd19ff6267d63f4","4","","4","no","4 دانە","1","4","true","2","$","2","0","2","2.5","3","$","$","","","","","0","8","$","","","","","","10","0","0","12","true","","0","6a44fbea7bd19ff6267d9b78-292","292",""
"no","6a44fbe87bd19ff6267d989e","313","","","","","Msi A620M-E Pro D5","","","","","MOTHERBOARD","6a44fbe67bd19ff6267d96a3","","سەرەکی","6a44cc677bd19ff6267d63f4","4","","4","no","4 دانە","1","4","true","104","$","104","0","104","130","145","$","$","","","","","0","416","$","","","","","","10","0","0","580","true","","0","6a44fbe87bd19ff6267d989e-293","293",""
"no","6a44fbef7bd19ff6267da22e","279","","","","","Msi B450M-A Pro max","","","","","MOTHERBOARD","6a44fbe67bd19ff6267d96a3","","سەرەکی","6a44cc677bd19ff6267d63f4","11","","11","no","11 دانە","1","11","true","55.5","$","55.5","0","55.5","80","90","$","$","","","","","0","610.5","$","","","","","","10","0","0","990","true","","0","6a44fbef7bd19ff6267da22e-294","294",""
"no","6a44fbe87bd19ff6267d9928","286","","","","","Msi B760M-E Pro D5","","","","","MOTHERBOARD","6a44fbe67bd19ff6267d96a3","","سەرەکی","6a44cc677bd19ff6267d63f4","12","","12","no","12 دانە","1","12","true","83","$","83","0","83","120","140","$","$","","","","","0","996","$","","","","","","10","0","0","1680","true","","0","6a44fbe87bd19ff6267d9928-295","295",""
"no","6a44fbf57bd19ff6267daba9","1139","","","","","Msi Mag 244f 200hz","","","","","MONITOR","6a44fbe47bd19ff6267d943d","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","85","$","85","0","85","110","120","$","$","","","","","0","85","$","","","","","","10","0","0","120","true","","0","6a44fbf57bd19ff6267daba9-296","296",""
"no","6a44fbf37bd19ff6267da7fa","1008","","","","","Msi Mag 255xf 25inch 300hz","","","","","MONITOR","6a44fbe47bd19ff6267d943d","","سەرەکی","6a44cc677bd19ff6267d63f4","11","","11","no","11 دانە","1","11","true","113","$","113","0","113","140","155","$","$","","","","","0","1243","$","","","","","","10","0","0","1705","true","","0","6a44fbf37bd19ff6267da7fa-297","297",""
"no","6a44fbf67bd19ff6267daced","1187","","","","","Msi Mag 274QRFW E20 2k 200hz","","","","","MONITOR","6a44fbe47bd19ff6267d943d","","سەرەکی","6a44cc677bd19ff6267d63f4","26","","26","no","26 دانە","1","26","true","156","$","156","0","156","195","210","$","$","","","","","0","4056","$","","","","","","10","0","0","5460","true","","0","6a44fbf67bd19ff6267daced-298","298",""
"no","6a44fbf67bd19ff6267dace1","1141","","","","","Msi Mag A650bnl 650w","","","","","PSU","6a44fbe67bd19ff6267d9675","","سەرەکی","6a44cc677bd19ff6267d63f4","45","","45","no","45 دانە","1","45","true","33.36","$","33.36","0","33.36","48","60","$","$","","","","","0","1501.2","$","","","","","","10","0","0","2700","true","","0","6a44fbf67bd19ff6267dace1-299","299",""
"no","6a44fbf67bd19ff6267dac99","1153","","","","","Msi Mp243l e14","","","","","MONITOR","6a44fbe47bd19ff6267d943d","","سەرەکی","6a44cc677bd19ff6267d63f4","49","","49","no","49 دانە","1","49","true","63.5","$","63.5","0","63.5","85","100","$","$","","","","","0","3111.5","$","","","","","","10","0","0","4900","true","","0","6a44fbf67bd19ff6267dac99-300","300",""
"no","6a44fbf67bd19ff6267dad1d","1138","","","","","Msi Mp273l e14","","","","","MONITOR","6a44fbe47bd19ff6267d943d","","سەرەکی","6a44cc677bd19ff6267d63f4","36","","36","no","36 دانە","1","36","true","86.16","$","86.16","0","86.16","105","120","$","$","","","","","0","3101.7599999999998","$","","","","","","10","0","0","4320","true","","0","6a44fbf67bd19ff6267dad1d-301","301",""
"no","6a44fbf57bd19ff6267daac5","1097","","","","","Msi PRO B650M-P","","","","","MOTHERBOARD","6a44fbe67bd19ff6267d96a3","","سەرەکی","6a44cc677bd19ff6267d63f4","20","","20","no","20 دانە","1","20","true","106","$","106","0","106","136","155","$","$","","","","","0","2120","$","","","","","","10","0","0","3100","true","","0","6a44fbf57bd19ff6267daac5-302","302",""
"no","6a44fbf47bd19ff6267daa6b","1066","","","","","Msi RTX 5050 8GB VENTUS 2X","","","","","GPU","6a44d0727bd19ff6267d6985","","سەرەکی","6a44cc677bd19ff6267d63f4","5","","5","no","5 دانە","1","5","true","310","$","310","0","310","340","370","$","$","","","","","0","1550","$","","","","","","10","0","0","1850","true","","0","6a44fbf47bd19ff6267daa6b-303","303",""
"no","6a44fbec7bd19ff6267d9eee","599","","","","","Msi gh10","","","","","EARPHONE","6a44fbe67bd19ff6267d9705","","سەرەکی","6a44cc677bd19ff6267d63f4","7","","7","no","7 دانە","1","7","true","25","$","25","0","25","30","35","$","$","","","","","0","175","$","","","","","","10","0","0","245","true","","0","6a44fbec7bd19ff6267d9eee-304","304",""
"no","6a44fbf47bd19ff6267daa77","1081","","","","","Msi z790 tomahawk max wifi","","","","","MOTHERBOARD","6a44fbe67bd19ff6267d96a3","","سەرەکی","6a44cc677bd19ff6267d63f4","5","","5","no","5 دانە","1","5","true","190","$","190","0","190","230","260","$","$","","","","","0","950","$","","","","","","10","0","0","1300","true","","0","6a44fbf47bd19ff6267daa77-305","305",""
"no","6a44fbe97bd19ff6267d9a76","373","","","","","Nacon ps4 dualshock4 wired","","","","","Controller","6a44fbe87bd19ff6267d998d","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","33","$","33","0","33","40","45","$","$","","","","","0","33","$","","","","","","10","0","0","45","true","","0","6a44fbe97bd19ff6267d9a76-306","306",""
"no","6a44fbe47bd19ff6267d9440","196","","","","","New brand 27 165hz ips","","","","","MONITOR","6a44fbe47bd19ff6267d943d","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","140","$","140","0","140","150","165","$","$","","","","","0","140","$","","","","","","10","0","0","165","true","","0","6a44fbe47bd19ff6267d9440-307","307",""
"no","6a44fbed7bd19ff6267d9fb2","649","","","","","Notebook stand six speed adjustment","","","","","Accessories","6a44fbe47bd19ff6267d9355","","سەرەکی","6a44cc677bd19ff6267d63f4","3","","3","no","3 دانە","1","3","true","4","$","4","0","4","7","8","$","$","","","","","0","12","$","","","","","","10","0","0","24","true","","0","6a44fbed7bd19ff6267d9fb2-308","308",""
"no","6a44fbea7bd19ff6267d9bc6","479","","","","","Ns-q58","","","","","Speaker","6a44fbea7bd19ff6267d9bb7","","سەرەکی","6a44cc677bd19ff6267d63f4","4","","4","no","4 دانە","1","4","true","2","$","2","0","2","5","8","$","$","","","","","0","8","$","","","","","","10","0","0","32","true","","0","6a44fbea7bd19ff6267d9bc6-309","309",""
"no","6a44fbe47bd19ff6267d93fa","132","","","","","Nubwo g03 wireless","","","","","HEADSET","6a44fbe37bd19ff6267d92c7","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","35.5","$","35.5","0","35.5","40","50","$","$","","","","","0","71","$","","","","","","10","0","0","100","true","","0","6a44fbe47bd19ff6267d93fa-310","310",""
"no","6a44fbe57bd19ff6267d9554","133","","","","","Nubwo g07 wireless","","","","","HEADSET","6a44fbe37bd19ff6267d92c7","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","35.5","$","35.5","0","35.5","40","50","$","$","","","","","0","71","$","","","","","","10","0","0","100","true","","0","6a44fbe57bd19ff6267d9554-311","311",""
"no","6a44fbf17bd19ff6267da554","858","","","","","ORICO USB-A to USB 3.0 A13","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","4","","4","no","4 دانە","1","4","true","3","$","3","0","3","7","10","$","$","","","","","0","12","$","","","","","","10","0","0","40","true","","0","6a44fbf17bd19ff6267da554-312","312",""
"no","6a44fbf17bd19ff6267da5f6","857","","","","","ORICO sound adapter 3xaux","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","8","","8","no","8 دانە","1","8","true","4.5","$","4.5","0","4.5","8","12","$","$","","","","","0","36","$","","","","","","10","0","0","96","true","","0","6a44fbf17bd19ff6267da5f6-313","313",""
"no","6a44fbe77bd19ff6267d982c","314","","","","","Onda H610M-VH5","","","","","MOTHERBOARD","6a44fbe67bd19ff6267d96a3","","سەرەکی","6a44cc677bd19ff6267d63f4","5","","5","no","5 دانە","1","5","true","67","$","67","0","67","90","110","$","$","","","","","0","335","$","","","","","","10","0","0","550","true","","0","6a44fbe77bd19ff6267d982c-314","314",""
"no","6a44fbf07bd19ff6267da3b0","769","","","","","Onikuma X26 Pink","","","","","HEADSET","6a44fbe37bd19ff6267d92c7","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","9.5","$","9.5","0","9.5","14","20","$","$","","","","","0","9.5","$","","","","","","10","0","0","20","true","","0","6a44fbf07bd19ff6267da3b0-315","315",""
"no","6a44fbf67bd19ff6267dac4b","1169","","","","","Onikuma g55","","","","","KEYBOARD","6a44fbe47bd19ff6267d9423","","سەرەکی","6a44cc677bd19ff6267d63f4","9","","9","no","9 دانە","1","9","true","12","$","12","0","12","20","25","$","$","","","","","0","108","$","","","","","","10","0","0","225","true","","0","6a44fbf67bd19ff6267dac4b-316","316",""
"no","6a44fbe47bd19ff6267d9412","152","","","","","Onikuma k2","","","","","HEADSET","6a44fbe37bd19ff6267d92c7","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","12","$","12","0","12","15","18","$","$","","","","","0","12","$","","","","","","10","0","0","18","true","","0","6a44fbe47bd19ff6267d9412-317","317",""
"no","6a44fbe87bd19ff6267d99ba","388","","","","","Onten Hdtv 7537a 3in1","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","3","","3","no","3 دانە","1","3","true","9.5","$","9.5","0","9.5","12","15","$","$","","","","","0","28.5","$","","","","","","10","0","0","45","true","","0","6a44fbe87bd19ff6267d99ba-318","318",""
"no","6a44fbe97bd19ff6267d9af4","376","","","","","Orico 2.5 2520 u3","","","","","HARD COVER","6a44fbe67bd19ff6267d962f","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","4.5","$","4.5","0","4.5","7","10","$","$","","","","","0","4.5","$","","","","","","10","0","0","10","true","","0","6a44fbe97bd19ff6267d9af4-319","319",""
"no","6a44fbe97bd19ff6267d9b2a","436","","","","","Orico hard 2.5 2139u3","","","","","HARD COVER","6a44fbe67bd19ff6267d962f","","سەرەکی","6a44cc677bd19ff6267d63f4","4","","4","no","4 دانە","1","4","true","6","$","6","0","6","8","10","$","$","","","","","0","24","$","","","","","","10","0","0","40","true","","0","6a44fbe97bd19ff6267d9b2a-320","320",""
"no","6a44fbe97bd19ff6267d9b36","435","","","","","Orico hr01-u3 3 port","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","12","$","12","0","12","15","18","$","$","","","","","0","12","$","","","","","","10","0","0","18","true","","0","6a44fbe97bd19ff6267d9b36-321","321",""
"no","6a44fbe87bd19ff6267d99de","403","","","","","Orico hub h71013 u3 - 7 port","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","14","$","14","0","14","17","20","$","$","","","","","0","14","$","","","","","","10","0","0","20","true","","0","6a44fbe87bd19ff6267d99de-322","322",""
"no","6a44fbe87bd19ff6267d99cc","399","","","","","Orico network connector","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","3","$","3","0","3","4","5","$","$","","","","","0","6","$","","","","","","10","0","0","10","true","","0","6a44fbe87bd19ff6267d99cc-323","323",""
"no","6a44fbea7bd19ff6267d9b7e","449","","","","","Otg type c to usb","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","3","","3","no","3 دانە","1","3","true","1.5","$","1.5","0","1.5","3","5","$","$","","","","","0","4.5","$","","","","","","10","0","0","15","true","","0","6a44fbea7bd19ff6267d9b7e-324","324",""
"no","6a44fbe57bd19ff6267d94dc","153","","","","","Ovleng ov-p5","","","","","HEADSET","6a44fbe37bd19ff6267d92c7","","سەرەکی","6a44cc677bd19ff6267d63f4","16","","16","no","16 دانە","1","16","true","5.5","$","5.5","0","5.5","6.5","7","$","$","","","","","0","88","$","","","","","","10","0","0","112","true","","0","6a44fbe57bd19ff6267d94dc-325","325",""
"no","6a44fbf27bd19ff6267da6e0","897","","","","","POINTER PP1000","","","","","Accessories","6a44fbe47bd19ff6267d9355","","سەرەکی","6a44cc677bd19ff6267d63f4","4","","4","no","4 دانە","1","4","true","3.5","$","3.5","0","3.5","7","10","$","$","","","","","0","14","$","","","","","","10","0","0","40","true","","0","6a44fbf27bd19ff6267da6e0-326","326",""
"no","6a44fbe47bd19ff6267d9418","154","","","","","PUBG army-96","","","","","HEADSET","6a44fbe37bd19ff6267d92c7","","سەرەکی","6a44cc677bd19ff6267d63f4","6","","6","no","6 دانە","1","6","true","6","$","6","0","6","8","10","$","$","","","","","0","36","$","","","","","","10","0","0","60","true","","0","6a44fbe47bd19ff6267d9418-327","327",""
"no","6a44fbf27bd19ff6267da794","933","","","","","Pad 40x90 color","","","","","PAD","6a44fbea7bd19ff6267d9bd1","","سەرەکی","6a44cc677bd19ff6267d63f4","11","","11","no","11 دانە","1","11","true","3.5","$","3.5","0","3.5","5","7","$","$","","","","","0","38.5","$","","","","","","10","0","0","77","true","","0","6a44fbf27bd19ff6267da794-328","328",""
"no","6a44fbea7bd19ff6267d9c0c","505","","","","","Pad 40x90cm white","","","","","PAD","6a44fbea7bd19ff6267d9bd1","","سەرەکی","6a44cc677bd19ff6267d63f4","32","","32","no","32 دانە","1","32","true","2","$","2","0","2","5","7","$","$","","","","","0","64","$","","","","","","10","0","0","224","true","","0","6a44fbea7bd19ff6267d9c0c-329","329",""
"no","6a44fbf17bd19ff6267da60e","844","","","","","Pad Kratos 80x45","","","","","PAD","6a44fbea7bd19ff6267d9bd1","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","2","$","2","0","2","5","7","$","$","","","","","0","4","$","","","","","","10","0","0","14","true","","0","6a44fbf17bd19ff6267da60e-330","330",""
"no","6a44fbeb7bd19ff6267d9ccc","500","","","","","Pad small","","","","","PAD","6a44fbea7bd19ff6267d9bd1","","سەرەکی","6a44cc677bd19ff6267d63f4","19","","19","no","19 دانە","1","19","true","0.3","$","0.3","0","0.3","0.5","1","$","$","","","","","0","5.7","$","","","","","","10","0","0","19","true","","0","6a44fbeb7bd19ff6267d9ccc-331","331",""
"no","6a44fbf37bd19ff6267da860","1012","","","","","Pegasus 1TB SATA III SSD","","","","","SSD","6a44fbe67bd19ff6267d95e9","","سەرەکی","6a44cc677bd19ff6267d63f4","5","","5","no","5 دانە","1","5","true","100","$","100","0","100","110","130","$","$","","","","","0","500","$","","","","","","10","0","0","650","true","","0","6a44fbf37bd19ff6267da860-332","332",""
"no","6a44fbf47bd19ff6267daa4d","1057","","","","","Peladn RTX 3070 8gb 3x Fan","","","","","GPU","6a44d0727bd19ff6267d6985","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","300","$","300","0","300","340","370","$","$","","","","","0","600","$","","","","","","10","0","0","740","true","","0","6a44fbf47bd19ff6267daa4d-333","333",""
"no","6a44fbf57bd19ff6267dab49","1061","","","","","Peladn Rx 590 8gb","","","","","GPU","6a44d0727bd19ff6267d6985","","سەرەکی","6a44cc677bd19ff6267d63f4","3","","3","no","3 دانە","1","3","true","78","$","78","0","78","135","150","$","$","","","","","0","234","$","","","","","","10","0","0","450","true","","0","6a44fbf57bd19ff6267dab49-334","334",""
"no","6a44fbe37bd19ff6267d9274","48","","","","","Philips G314","","","","","MOUSE","6a44fbe37bd19ff6267d9217","","سەرەکی","6a44cc677bd19ff6267d63f4","4","","4","no","4 دانە","1","4","true","3","$","3","0","3","5","6","$","$","","","","","0","12","$","","","","","","10","0","0","24","true","","0","6a44fbe37bd19ff6267d9274-335","335",""
"no","6a44fbe57bd19ff6267d95b0","158","","","","","Philips k234","","","","","KEYBOARD","6a44fbe47bd19ff6267d9423","","سەرەکی","6a44cc677bd19ff6267d63f4","6","","6","no","6 دانە","1","6","true","3","$","3","0","3","5","6","$","$","","","","","0","18","$","","","","","","10","0","0","36","true","","0","6a44fbe57bd19ff6267d95b0-336","336",""
"no","6a44fbeb7bd19ff6267d9d38","448","","","","","Pisen type c to usb","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","2","$","2","0","2","4","6","$","$","","","","","0","2","$","","","","","","10","0","0","6","true","","0","6a44fbeb7bd19ff6267d9d38-337","337",""
"no","6a44fbee7bd19ff6267da0da","650","","","","","Poster 70x50cm","","","","","Accessories","6a44fbe47bd19ff6267d9355","","سەرەکی","6a44cc677bd19ff6267d63f4","32","","32","no","32 دانە","1","32","true","0.3","$","0.3","0","0.3","1","1.25","$","$","","","","","0","9.6","$","","","","","","10","0","0","40","true","","0","6a44fbee7bd19ff6267da0da-338","338",""
"no","6a44fbe97bd19ff6267d9ad0","419","","","","","Power 2pin","","","","","Cable","6a44fbe77bd19ff6267d9791","","سەرەکی","6a44cc677bd19ff6267d63f4","4","","4","no","4 دانە","1","4","true","1","$","1","0","1","1.5","2","$","$","","","","","0","4","$","","","","","","10","0","0","8","true","","0","6a44fbe97bd19ff6267d9ad0-339","339",""
"no","6a44fbeb7bd19ff6267d9cd2","468","","","","","Power max 1500va","","","","","UPS","6a44fbea7bd19ff6267d9c43","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","44","$","44","0","44","50","55","$","$","","","","","0","44","$","","","","","","10","0","0","55","true","","0","6a44fbeb7bd19ff6267d9cd2-340","340",""
"no","6a44fbe77bd19ff6267d9794","246","","","","","Power pc","","","","","Cable","6a44fbe77bd19ff6267d9791","","سەرەکی","6a44cc677bd19ff6267d63f4","20","","20","no","20 دانە","1","20","true","1.3","$","1.3","0","1.3","1.5","2","$","$","","","","","0","26","$","","","","","","10","0","0","40","true","","0","6a44fbe77bd19ff6267d9794-341","341",""
"no","6a44fbe47bd19ff6267d9406","146","","","","","Premium ko-star kh-1050","","","","","HEADSET","6a44fbe37bd19ff6267d92c7","","سەرەکی","6a44cc677bd19ff6267d63f4","4","","4","no","4 دانە","1","4","true","10","$","10","0","10","15","18","$","$","","","","","0","40","$","","","","","","10","0","0","72","true","","0","6a44fbe47bd19ff6267d9406-342","342",""
"no","6a44fbe97bd19ff6267d9a6a","371","","","","","Ps4 dualshock copy","","","","","Controller","6a44fbe87bd19ff6267d998d","","سەرەکی","6a44cc677bd19ff6267d63f4","9","","9","no","9 دانە","1","9","true","7.5","$","7.5","0","7.5","12","17","$","$","","","","","0","67.5","$","","","","","","10","0","0","153","true","","0","6a44fbe97bd19ff6267d9a6a-343","343",""
