"disabledOnThisBranch","_id","barcode","code","zone","aisle","shelf","name","scientificName","itemId","collection","unit","category","categoryId","brand","inventory","inventoryId","quantity","quantities","packagingQuantity","expires","packaging","quantityInPackaging","quantityByDefaultPackaging","singleBadgeNumber","itemCostPrice","itemCostPriceCurrency","costPrice","costPriceIqd","costPriceUsd","sellingPriceMultiple","sellingPrice","defaultCurrency","defaultCurrencyMultiple","exRate","parentItem","parentItemId","totalCostPrice","totalCostPriceIqd","totalCostPriceUsd","costPriceCurrency","itemExpenseCost","trader","traderName","attributes","supplier","inventoryReminderQuantity","volume","weight","potentialSalesValue","display","packing","currentRent","key","rowIndex","expiryDate"
"no","6a44fbee7bd19ff6267da0c8","648","","","","","Ps5 dobe charging dock tp5-0507","","","","","Accessories","6a44fbe47bd19ff6267d9355","","سەرەکی","6a44cc677bd19ff6267d63f4","3","","3","no","3 دانە","1","3","true","4","$","4","0","4","7","10","$","$","","","","","0","12","$","","","","","","10","0","0","30","true","","0","6a44fbee7bd19ff6267da0c8-344","344",""
"no","6a44fbee7bd19ff6267da1de","647","","","","","Ps5 dobe thumb grips ty-0817","","","","","Accessories","6a44fbe47bd19ff6267d9355","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","1.5","$","1.5","0","1.5","2","3","$","$","","","","","0","1.5","$","","","","","","10","0","0","3","true","","0","6a44fbee7bd19ff6267da1de-345","345",""
"no","6a44fbed7bd19ff6267da020","656","","","","","Ps5 stand stk-dz501","","","","","Accessories","6a44fbe47bd19ff6267d9355","","سەرەکی","6a44cc677bd19ff6267d63f4","7","","7","no","7 دانە","1","7","true","13","$","13","0","13","17","20","$","$","","","","","0","91","$","","","","","","10","0","0","140","true","","0","6a44fbed7bd19ff6267da020-346","346",""
"no","6a44fbea7bd19ff6267d9bd4","492","","","","","Pubg 80x30","","","","","PAD","6a44fbea7bd19ff6267d9bd1","","سەرەکی","6a44cc677bd19ff6267d63f4","8","","8","no","8 دانە","1","8","true","2","$","2","0","2","2.5","3","$","$","","","","","0","16","$","","","","","","10","0","0","24","true","","0","6a44fbea7bd19ff6267d9bd4-347","347",""
"no","6a44fbe47bd19ff6267d932c","43","","","","","Q1","","","","","MOUSE","6a44fbe37bd19ff6267d9217","","سەرەکی","6a44cc677bd19ff6267d63f4","8","","8","no","8 دانە","1","8","true","2.5","$","2.5","0","2.5","4","7","$","$","","","","","0","20","$","","","","","","10","0","0","56","true","","0","6a44fbe47bd19ff6267d932c-348","348",""
"no","6a44fbe47bd19ff6267d9320","75","","","","","Q2","","","","","MOUSE","6a44fbe37bd19ff6267d9217","","سەرەکی","6a44cc677bd19ff6267d63f4","7","","7","no","7 دانە","1","7","true","3","$","3","0","3","5","7","$","$","","","","","0","21","$","","","","","","10","0","0","49","true","","0","6a44fbe47bd19ff6267d9320-349","349",""
"no","6a44fbe47bd19ff6267d93d0","101","","","","","R8 1602 LED","","","","","MOUSE","6a44fbe37bd19ff6267d9217","","سەرەکی","6a44cc677bd19ff6267d63f4","9","","9","no","9 دانە","1","9","true","1","$","1","0","1","2","3","$","$","","","","","0","9","$","","","","","","10","0","0","27","true","","0","6a44fbe47bd19ff6267d93d0-350","350",""
"no","6a44fbe37bd19ff6267d9220","49","","","","","R8 1614","","","","","MOUSE","6a44fbe37bd19ff6267d9217","","سەرەکی","6a44cc677bd19ff6267d63f4","3","","3","no","3 دانە","1","3","true","4","$","4","0","4","6","7","$","$","","","","","0","12","$","","","","","","10","0","0","21","true","","0","6a44fbe37bd19ff6267d9220-351","351",""
"no","6a44fbee7bd19ff6267da11c","691","","","","","R8 1618A","","","","","MOUSE","6a44fbe37bd19ff6267d9217","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","2","$","2","0","2","5","7","$","$","","","","","0","2","$","","","","","","10","0","0","7","true","","0","6a44fbee7bd19ff6267da11c-352","352",""
"no","6a44fbe47bd19ff6267d9370","39","","","","","R8 1634","","","","","MOUSE","6a44fbe37bd19ff6267d9217","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","3","$","3","0","3","4","5","$","$","","","","","0","3","$","","","","","","10","0","0","5","true","","0","6a44fbe47bd19ff6267d9370-353","353",""
"no","6a44fbe37bd19ff6267d9250","76","","","","","R8 1638","","","","","MOUSE","6a44fbe37bd19ff6267d9217","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","4","$","4","0","4","6","8","$","$","","","","","0","4","$","","","","","","10","0","0","8","true","","0","6a44fbe37bd19ff6267d9250-354","354",""
"no","6a44fbe47bd19ff6267d93b2","41","","","","","R8 1651","","","","","MOUSE","6a44fbe37bd19ff6267d9217","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","5","$","5","0","5","6","8","$","$","","","","","0","10","$","","","","","","10","0","0","16","true","","0","6a44fbe47bd19ff6267d93b2-355","355",""
"no","6a44fbe47bd19ff6267d942c","170","","","","","R8 1803","","","","","KEYBOARD","6a44fbe47bd19ff6267d9423","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","2.5","$","2.5","0","2.5","4","5","$","$","","","","","0","5","$","","","","","","10","0","0","10","true","","0","6a44fbe47bd19ff6267d942c-356","356",""
"no","6a44fbf17bd19ff6267da55a","841","","","","","R8 1910","","","","","Bundle 2","6a44fbe67bd19ff6267d964b","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","5","$","5","0","5","8","14","$","$","","","","","0","5","$","","","","","","10","0","0","14","true","","0","6a44fbf17bd19ff6267da55a-357","357",""
"no","6a44fbef7bd19ff6267da2a6","737","","","","","RGB to Sata","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","15","","15","no","15 دانە","1","15","true","2.9","$","2.9","0","2.9","5","7","$","$","","","","","0","43.5","$","","","","","","10","0","0","105","true","","0","6a44fbef7bd19ff6267da2a6-358","358",""
"no","6a44fbf47bd19ff6267daa1c","1102","","","","","RX 9060 xt sapphire 16gb","","","","","GPU","6a44d0727bd19ff6267d6985","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","430","$","430","0","430","510","550","$","$","","","","","0","430","$","","","","","","10","0","0","550","true","","0","6a44fbf47bd19ff6267daa1c-359","359",""
"no","6a44fbea7bd19ff6267d9bfa","499","","","","","Ragnarok 80x45","","","","","PAD","6a44fbea7bd19ff6267d9bd1","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","2","$","2","0","2","5","7","$","$","","","","","0","2","$","","","","","","10","0","0","7","true","","0","6a44fbea7bd19ff6267d9bfa-360","360",""
"no","6a44fbf27bd19ff6267da6b6","952","","","","","Ram T-force 8gb 3200 RGB","","","","","RAM","6a44d0877bd19ff6267d698c","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","65","$","65","0","65","80","90","$","$","","","","","0","65","$","","","","","","10","0","0","90","true","","0","6a44fbf27bd19ff6267da6b6-361","361",""
"no","6a44fbe67bd19ff6267d960c","221","","","","","Ray cue Type-c hub","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","3","$","3","0","3","10","15","$","$","","","","","0","3","$","","","","","","10","0","0","15","true","","0","6a44fbe67bd19ff6267d960c-362","362",""
"no","6a44fbe57bd19ff6267d94a0","136","","","","","Razer blackshark v2x Black","","","","","HEADSET","6a44fbe37bd19ff6267d92c7","","سەرەکی","6a44cc677bd19ff6267d63f4","8","","8","no","8 دانە","1","8","true","26","$","26","0","26","35","40","$","$","","","","","0","208","$","","","","","","10","0","0","320","true","","0","6a44fbe57bd19ff6267d94a0-363","363",""
"no","6a44fbe47bd19ff6267d93ac","117","","","","","Razer blackshark v2x USB","","","","","HEADSET","6a44fbe37bd19ff6267d92c7","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","53","$","53","0","53","60","70","$","$","","","","","0","53","$","","","","","","10","0","0","70","true","","0","6a44fbe47bd19ff6267d93ac-364","364",""
"no","6a44fbe57bd19ff6267d954e","130","","","","","Razer blackshark v2x green","","","","","HEADSET","6a44fbe37bd19ff6267d92c7","","سەرەکی","6a44cc677bd19ff6267d63f4","9","","9","no","9 دانە","1","9","true","26","$","26","0","26","35","40","$","$","","","","","0","234","$","","","","","","10","0","0","360","true","","0","6a44fbe57bd19ff6267d954e-365","365",""
"no","6a44fbef7bd19ff6267da2f4","813","","","","","Redragon Fizz k617-CT Transparent","","","","","KEYBOARD","6a44fbe47bd19ff6267d9423","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","19.25","$","19.25","0","19.25","28","35","$","$","","","","","0","38.5","$","","","","","","10","0","0","70","true","","0","6a44fbef7bd19ff6267da2f4-366","366",""
"no","6a44fbf07bd19ff6267da3c8","764","","","","","Redragon Griffin M607","","","","","MOUSE","6a44fbe37bd19ff6267d9217","","سەرەکی","6a44cc677bd19ff6267d63f4","3","","3","no","3 دانە","1","3","true","11","$","11","0","11","15","20","$","$","","","","","0","33","$","","","","","","10","0","0","60","true","","0","6a44fbf07bd19ff6267da3c8-367","367",""
"no","6a44fbf57bd19ff6267dab13","1046","","","","","Redragon M693 Trident (Wired/2.4/BT)","","","","","MOUSE","6a44fbe37bd19ff6267d9217","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","18","$","18","0","18","23","25","$","$","","","","","0","36","$","","","","","","10","0","0","50","true","","0","6a44fbf57bd19ff6267dab13-368","368",""
"no","6a44fbf37bd19ff6267da85a","120","","","","","Redragon Pelops H818 Wireless","","","","","HEADSET","6a44fbe37bd19ff6267d92c7","","سەرەکی","6a44cc677bd19ff6267d63f4","4","","4","no","4 دانە","1","4","true","25.75","$","25.75","0","25.75","30","40","$","$","","","","","0","103","$","","","","","","10","0","0","160","true","","0","6a44fbf37bd19ff6267da85a-369","369",""
"no","6a44fbf67bd19ff6267dacab","1119","","","","","Redragon Stellaris GM306","","","","","MIC","6a44fbe67bd19ff6267d9643","","سەرەکی","6a44cc677bd19ff6267d63f4","4","","4","no","4 دانە","1","4","true","32","$","32","0","32","40","45","$","$","","","","","0","128","$","","","","","","10","0","0","180","true","","0","6a44fbf67bd19ff6267dacab-370","370",""
"no","6a44fbe97bd19ff6267d9a9a","391","","","","","Redragon eris ga-200","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","6","","6","no","6 دانە","1","6","true","10.5","$","10.5","0","10.5","15","17","$","$","","","","","0","63","$","","","","","","10","0","0","102","true","","0","6a44fbe97bd19ff6267d9a9a-371","371",""
"no","6a44fbee7bd19ff6267da166","706","","","","","Redragon h818 peleps open box","","","","","dasty 2","6a44fbee7bd19ff6267da163","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","30","$","30","0","30","35","35","$","$","","","","","0","30","$","","","","","","10","0","0","35","true","","0","6a44fbee7bd19ff6267da166-372","372",""
"no","6a44fbef7bd19ff6267da258","727","","","","","Redragon k642 AKALI white","","","","","KEYBOARD","6a44fbe47bd19ff6267d9423","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","22","$","22","0","22","30","35","$","$","","","","","0","22","$","","","","","","10","0","0","35","true","","0","6a44fbef7bd19ff6267da258-373","373",""
"no","6a44fbe47bd19ff6267d93be","74","","","","","Redragon m601","","","","","MOUSE","6a44fbe37bd19ff6267d9217","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","9.8","$","9.8","0","9.8","12","14","$","$","","","","","0","9.8","$","","","","","","10","0","0","14","true","","0","6a44fbe47bd19ff6267d93be-374","374",""
"no","6a44fbec7bd19ff6267d9e76","528","","","","","Redragon m601-ba - m.p","","","","","Bundle 2","6a44fbe67bd19ff6267d964b","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","7","$","7","0","7","10","17","$","$","","","","","0","7","$","","","","","","10","0","0","17","true","","0","6a44fbec7bd19ff6267d9e76-375","375",""
"no","6a44fbec7bd19ff6267d9eb2","524","","","","","Redragon s101-ba white","","","","","Bundle 2","6a44fbe67bd19ff6267d964b","","سەرەکی","6a44cc677bd19ff6267d63f4","4","","4","no","4 دانە","1","4","true","22.5","$","22.5","0","22.5","30","35","$","$","","","","","0","90","$","","","","","","10","0","0","140","true","","0","6a44fbec7bd19ff6267d9eb2-376","376",""
"no","6a44fbf67bd19ff6267dac0f","1123","","","","","Remax C21 USB-A to 3.5","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","9","","9","no","9 دانە","1","9","true","1.8","$","1.7999999999999998","0","1.7999999999999998","2","5","$","$","","","","","0","16.2","$","","","","","","10","0","0","45","true","","0","6a44fbf67bd19ff6267dac0f-377","377",""
"no","6a44fbf17bd19ff6267da590","843","","","","","Remax K09 IPHONE wireless","","","","","MIC","6a44fbe67bd19ff6267d9643","","سەرەکی","6a44cc677bd19ff6267d63f4","4","","4","no","4 دانە","1","4","true","7","$","7","0","7","10","17","$","$","","","","","0","28","$","","","","","","10","0","0","68","true","","0","6a44fbf17bd19ff6267da590-378","378",""
"no","6a44fbf07bd19ff6267da4b8","842","","","","","Remax K09 TYPE-C wireless","","","","","MIC","6a44fbe67bd19ff6267d9643","","سەرەکی","6a44cc677bd19ff6267d63f4","5","","5","no","5 دانە","1","5","true","7","$","7","0","7","10","17","$","$","","","","","0","35","$","","","","","","10","0","0","85","true","","0","6a44fbf07bd19ff6267da4b8-379","379",""
"no","6a44fbe97bd19ff6267d9a0e","424","","","","","Remax rl-la08i","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","9","","9","no","9 دانە","1","9","true","5","$","5","0","5","7","10","$","$","","","","","0","45","$","","","","","","10","0","0","90","true","","0","6a44fbe97bd19ff6267d9a0e-380","380",""
"no","6a44fbeb7bd19ff6267d9d5e","531","","","","","Remax rl-lf31-9","","","","","MIC","6a44fbe67bd19ff6267d9643","","سەرەکی","6a44cc677bd19ff6267d63f4","5","","5","no","5 دانە","1","5","true","2","$","2","0","2","4","6","$","$","","","","","0","10","$","","","","","","10","0","0","30","true","","0","6a44fbeb7bd19ff6267d9d5e-381","381",""
"no","6a44fbeb7bd19ff6267d9db2","600","","","","","Remax s8 bt","","","","","EARPHONE","6a44fbe67bd19ff6267d9705","","سەرەکی","6a44cc677bd19ff6267d63f4","3","","3","no","3 دانە","1","3","true","12","$","12","0","12","17","20","$","$","","","","","0","36","$","","","","","","10","0","0","60","true","","0","6a44fbeb7bd19ff6267d9db2-382","382",""
"no","6a44fbf77bd19ff6267dad6d","1196","","","","","Rtx 2060 palit dual 12gb","","","","","GPU","6a44d0727bd19ff6267d6985","","سەرەکی","6a44cc677bd19ff6267d63f4","5","","5","no","5 دانە","1","5","true","210","$","210","0","210","235","250","$","$","","","","","0","1050","$","","","","","","10","0","0","1250","true","","0","6a44fbf77bd19ff6267dad6d-383","383",""
"no","6a44fbf37bd19ff6267da8d8","1000","","","","","Ruix LC-B1000 White","","","","","CASE","6a44fbe77bd19ff6267d979f","","سەرەکی","6a44cc677bd19ff6267d63f4","4","","4","no","4 دانە","1","4","true","33","$","33","0","33","45","65","$","$","","","","","0","132","$","","","","","","10","0","0","260","true","","0","6a44fbf37bd19ff6267da8d8-384","384",""
"no","6a44fbf27bd19ff6267da644","891","","","","","Ryzen 5 7600x","","","","","CPU","6a44fbe77bd19ff6267d9741","","سەرەکی","6a44cc677bd19ff6267d63f4","15","","15","no","15 دانە","1","15","true","160","$","160","0","160","175","200","$","$","","","","","0","2400","$","","","","","","10","0","0","3000","true","","0","6a44fbf27bd19ff6267da644-385","385",""
"no","6a44fbf57bd19ff6267dabf1","1143","","","","","Ryzen 5 9600x","","","","","CPU","6a44fbe77bd19ff6267d9741","","سەرەکی","6a44cc677bd19ff6267d63f4","5","","5","no","5 دانە","1","5","true","188","$","188","0","188","215","230","$","$","","","","","0","940","$","","","","","","10","0","0","1150","true","","0","6a44fbf57bd19ff6267dabf1-386","386",""
"no","6a44fbf47bd19ff6267daa5f","1109","","","","","Ryzen 7 7800x3d","","","","","CPU","6a44fbe77bd19ff6267d9741","","سەرەکی","6a44cc677bd19ff6267d63f4","8","","8","no","8 دانە","1","8","true","264.61","$","264.61","0","264.61","290","315","$","$","","","","","0","2116.88","$","","","","","","10","0","0","2520","true","","0","6a44fbf47bd19ff6267daa5f-387","387",""
"no","6a44fbf77bd19ff6267dadb5","1202","","","","","Ryzen7 9700x","","","","","CPU","6a44fbe77bd19ff6267d9741","","سەرەکی","6a44cc677bd19ff6267d63f4","4","","4","no","4 دانە","1","4","true","210","$","210","0","210","240","260","$","$","","","","","0","840","$","","","","","","10","0","0","1040","true","","0","6a44fbf77bd19ff6267dadb5-388","388",""
"no","6a44fbf77bd19ff6267dadaf","1203","","","","","Ryzen7 9800x 3d","","","","","CPU","6a44fbe77bd19ff6267d9741","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","380","$","380","0","380","420","460","$","$","","","","","0","760","$","","","","","","10","0","0","920","true","","0","6a44fbf77bd19ff6267dadaf-389","389",""
"no","6a44fbe67bd19ff6267d95f2","217","","","","","S pen","","","","","Accessories","6a44fbe47bd19ff6267d9355","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","10","$","10","0","10","20","30","$","$","","","","","0","10","$","","","","","","10","0","0","30","true","","0","6a44fbe67bd19ff6267d95f2-390","390",""
"no","6a44fbf17bd19ff6267da626","847","","","","","SEGOTEP GN850W GOLD black","","","","","PSU","6a44fbe67bd19ff6267d9675","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","70","$","70","0","70","90","100","$","$","","","","","0","70","$","","","","","","10","0","0","100","true","","0","6a44fbf17bd19ff6267da626-391","391",""
"no","6a44fbf17bd19ff6267da5b4","846","","","","","SEGOTEP Gm750W GOLD white 80+ FM","","","","","PSU","6a44fbe67bd19ff6267d9675","","سەرەکی","6a44cc677bd19ff6267d63f4","4","","4","no","4 دانە","1","4","true","58","$","58","0","58","80","90","$","$","","","","","0","232","$","","","","","","10","0","0","360","true","","0","6a44fbf17bd19ff6267da5b4-392","392",""
"no","6a44fbe67bd19ff6267d95ec","216","","","","","SSD 60GB","","","","","SSD","6a44fbe67bd19ff6267d95e9","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","5","$","5","0","5","7","15","$","$","","","","","0","5","$","","","","","","10","0","0","15","true","","0","6a44fbe67bd19ff6267d95ec-393","393",""
"no","6a44fbe97bd19ff6267d9a5e","372","","","","","STK-2021X Admin","","","","","Controller","6a44fbe87bd19ff6267d998d","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","5.5","$","5.5","0","5.5","7","10","$","$","","","","","0","5.5","$","","","","","","10","0","0","10","true","","0","6a44fbe97bd19ff6267d9a5e-394","394",""
